SizeRank,City,State,2000-01-31,2000-02-29,2000-03-31,2000-04-30,2000-05-31,2000-06-30,2000-07-31,2000-08-31,2000-09-30,2000-10-31,2000-11-30,2000-12-31,2001-01-31,2001-02-28,2001-03-31,2001-04-30,2001-05-31,2001-06-30,2001-07-31,2001-08-31,2001-09-30,2001-10-31,2001-11-30,2001-12-31,2002-01-31,2002-02-28,2002-03-31,2002-04-30,2002-05-31,2002-06-30,2002-07-31,2002-08-31,2002-09-30,2002-10-31,2002-11-30,2002-12-31,2003-01-31,2003-02-28,2003-03-31,2003-04-30,2003-05-31,2003-06-30,2003-07-31,2003-08-31,2003-09-30,2003-10-31,2003-11-30,2003-12-31,2004-01-31,2004-02-29,2004-03-31,2004-04-30,2004-05-31,2004-06-30,2004-07-31,2004-08-31,2004-09-30,2004-10-31,2004-11-30,2004-12-31,2005-01-31,2005-02-28,2005-03-31,2005-04-30,2005-05-31,2005-06-30,2005-07-31,2005-08-31,2005-09-30,2005-10-31,2005-11-30,2005-12-31,2006-01-31,2006-02-28,2006-03-31,2006-04-30,2006-05-31,2006-06-30,2006-07-31,2006-08-31,2006-09-30,2006-10-31,2006-11-30,2006-12-31,2007-01-31,2007-02-28,2007-03-31,2007-04-30,2007-05-31,2007-06-30,2007-07-31,2007-08-31,2007-09-30,2007-10-31,2007-11-30,2007-12-31,2008-01-31,2008-02-29,2008-03-31,2008-04-30,2008-05-31,2008-06-30,2008-07-31,2008-08-31,2008-09-30,2008-10-31,2008-11-30,2008-12-31,2009-01-31,2009-02-28,2009-03-31,2009-04-30,2009-05-31,2009-06-30,2009-07-31,2009-08-31,2009-09-30,2009-10-31,2009-11-30,2009-12-31,2010-01-31,2010-02-28,2010-03-31,2010-04-30,2010-05-31,2010-06-30,2010-07-31,2010-08-31,2010-09-30,2010-10-31,2010-11-30,2010-12-31,2011-01-31,2011-02-28,2011-03-31,2011-04-30,2011-05-31,2011-06-30,2011-07-31,2011-08-31,2011-09-30,2011-10-31,2011-11-30,2011-12-31,2012-01-31,2012-02-29,2012-03-31,2012-04-30,2012-05-31,2012-06-30,2012-07-31,2012-08-31,2012-09-30,2012-10-31,2012-11-30,2012-12-31,2013-01-31,2013-02-28,2013-03-31,2013-04-30,2013-05-31,2013-06-30,2013-07-31,2013-08-31,2013-09-30,2013-10-31,2013-11-30,2013-12-31,2014-01-31,2014-02-28,2014-03-31,2014-04-30,2014-05-31,2014-06-30,2014-07-31,2014-08-31,2014-09-30,2014-10-31,2014-11-30,2014-12-31,2015-01-31,2015-02-28,2015-03-31,2015-04-30,2015-05-31,2015-06-30,2015-07-31,2015-08-31,2015-09-30,2015-10-31,2015-11-30,2015-12-31,2016-01-31,2016-02-29,2016-03-31,2016-04-30,2016-05-31,2016-06-30,2016-07-31,2016-08-31,2016-09-30,2016-10-31,2016-11-30,2016-12-31,2017-01-31,2017-02-28,2017-03-31,2017-04-30,2017-05-31,2017-06-30,2017-07-31,2017-08-31,2017-09-30,2017-10-31,2017-11-30,2017-12-31,2018-01-31,2018-02-28,2018-03-31,2018-04-30,2018-05-31,2018-06-30,2018-07-31,2018-08-31,2018-09-30,2018-10-31,2018-11-30,2018-12-31,2019-01-31,2019-02-28,2019-03-31,2019-04-30,2019-05-31,2019-06-30,2019-07-31,2019-08-31,2019-09-30,2019-10-31,2019-11-30,2019-12-31,2020-01-31,2020-02-29,2020-03-31,2020-04-30,2020-05-31,2020-06-30,2020-07-31,2020-08-31,2020-09-30,2020-10-31,2020-11-30,2020-12-31,2021-01-31,2021-02-28,2021-03-31,2021-04-30,2021-05-31,2021-06-30,2021-07-31,2021-08-31,2021-09-30,2021-10-31,2021-11-30,2021-12-31,2022-01-31,2022-02-28,2022-03-31,2022-04-30,2022-05-31,2022-06-30,2022-07-31,2022-08-31,2022-09-30,2022-10-31,2022-11-30,2022-12-31,2023-01-31
76,Saint Paul,MN,100317,100715,101036,101829,102727,103805,105135,107327,109323,111151,112400,114209,116034,117694,119149,120650,121945,123419,124882,126742,128489,130381,131977,133280,134386,135481,136601,137663,138799,139915,141121,142263,143634,145056,146635,148072,149534,150964,152495,153986,155362,156562,157614,158414,159315,160243,161398,162422,163439,164560,165773,166905,168032,169099,170282,171290,172434,173457,174604,175724,177065,178534,180032,181714,183543,185134,186155,186439,186972,187858,189103,189500,188893,187979,187429,187616,187921,188366,188646,188674,188493,188507,188584,188298,187582,186855,186540,186595,186174,185540,184472,183616,182850,182071,181038,179431,178102,176819,175633,174421,173692,173453,172503,170520,167794,165170,162912,161397,159655,157956,153616,149553,146539,146690,147476,147905,147512,147106,146145,145743,145431,145597,146164,146945,147696,147744,147452,146951,145977,144221,142184,139844,137220,134562,133024,132010,131129,129521,128060,126917,126203,125643,124609,123646,122887,122693,122791,123082,123639,124590,125958,127496,128994,130315,131580,132579,133697,134532,135480,136231,137668,139409,141513,143699,145912,147821,149332,150396,151724,153078,154944,156545,158052,158703,158977,158934,159076,159061,159399,159864,161219,162905,165091,166953,168458,169057,169361,169520,170127,170662,171444,172309,173789,175444,177168,178642,179408,179681,179510,179636,180197,181191,182669,184390,186652,189015,191610,193815,195547,196666,197289,197467,197582,197862,199085,200901,203247,205934,208619,210873,212247,212787,213286,213460,213438,213005,212903,213381,214553,216284,218148,219825,220927,221688,221968,221898,221474,221152,221417,222286,223932,225944,228219,230025,230861,230954,230966,231461,232814,234929,237744,240832,243652,246323,248958,251788,254902,258036,260393,261181,260361,259237,258692,259094,260681,263249,266698,270188,273086,274807,274790,273175,270672,268568,267135,266257,265952
77,Henderson,NV,182764,182722,183011,183692,184618,185437,186015,186521,187178,187987,188960,189885,190836,191891,193098,194321,195620,196858,198184,199469,200758,201996,203157,204383,205523,206497,207579,208786,210160,211230,212199,213060,213843,214839,216112,217624,219207,220783,222475,224181,226199,228184,230365,232689,235490,238569,242297,246219,250712,255202,261869,269066,278373,288215,301345,313962,327888,338243,347056,353060,357885,364606,371336,380421,386071,389508,390185,391760,392874,393665,393748,393883,394430,394555,396579,399353,402787,404103,404245,403235,402111,400515,398479,397065,395471,394408,393294,391311,388812,385259,381033,376807,372189,367955,361311,353913,344492,334339,324092,315697,309337,302139,294519,286394,278140,270151,261633,254493,247423,242133,237072,231859,225306,218591,212077,207080,203171,200521,198400,196031,194928,194091,193432,191912,190123,189171,188216,187178,185499,184020,183383,182746,181267,178970,176403,173988,172351,170431,169097,167000,165812,164741,164063,163407,163268,163244,162767,161904,161546,162777,164690,166767,168571,170466,172842,175113,177758,180547,183799,187557,192210,198056,203990,209317,213964,218023,221668,224202,226108,228078,230185,232491,234587,237051,239440,241126,242515,243465,245043,246152,247350,248377,249777,251426,253294,255521,257647,259266,260527,261642,263300,264699,266040,267129,268136,269430,270573,271870,272654,272814,272841,273192,274370,275826,277566,279793,282172,284626,286559,288633,290883,293521,296510,299805,302991,306222,308985,311616,314153,316748,319619,322490,325796,329207,332449,335126,337093,338424,339377,340559,341749,342744,342921,343171,343533,344264,344922,345619,346421,347333,348699,350263,352197,353862,354540,354534,354711,356202,358849,362089,365927,369894,373843,377770,381929,386853,392372,398477,404675,410586,416074,421062,426271,431259,437739,445323,453790,461665,468840,475222,478810,478871,475315,470412,464885,459521,454182
78,Durham,NC,0,0,0,0,0,0,0,0,0,0,0,0,0,154798,154883,155089,155320,155771,156184,156802,157285,157883,158522,159207,159808,159955,160285,160643,161389,161735,161998,162220,162581,162872,163192,163507,163904,164362,164819,165130,165282,165352,165527,165693,165851,166041,166255,166565,166935,167392,167812,168135,168438,168706,168947,169087,169332,169647,170157,170664,171173,171644,172021,172304,172527,172847,173281,173745,174213,174735,175246,175771,176216,176553,176829,177017,177358,177725,178226,178646,179131,179531,179920,180268,180632,181141,181641,182142,182609,183144,183782,184466,185061,185580,185821,185992,186042,186156,186361,186468,186432,186192,185840,185107,184122,183116,182250,181384,180683,180142,179620,178704,177904,177122,176632,175899,175589,175499,175711,175664,175795,176020,176552,177111,177511,177523,176934,176191,175535,174860,174339,173734,173362,172887,172287,171455,170372,169189,167953,166599,165242,163850,162673,161679,160943,160270,159634,159130,158767,158468,158081,157448,156891,156398,156133,156046,156049,156300,156833,157774,159009,160230,161171,161985,162728,163787,164739,165589,166227,166984,167934,169068,170219,171087,171647,171974,172184,172284,172670,173427,174553,175850,177003,177998,178734,179425,180154,181081,182185,183478,184602,185780,186983,188408,189509,190583,191339,192319,193174,194515,196076,197827,199305,200748,201935,203329,204549,206043,207324,208820,210170,211607,212916,214448,215976,217611,219269,221014,223027,225050,227131,228953,230710,232438,234125,235672,237111,238491,239669,240575,241494,242468,243571,244709,245969,247587,249127,250919,252739,254603,256156,257464,258962,260404,261347,261841,262834,264927,268256,272271,276504,280538,284245,288125,292262,296759,301525,306759,312291,317457,322040,326437,331399,336861,343753,351729,360914,369879,377959,384268,387409,387268,384958,382370,379809,376791,373856
79,Saint Petersburg,FL,70124,70184,70357,70804,71451,72207,72865,73588,74297,75040,75725,76372,76927,77547,78101,78751,79355,80000,80696,81360,82135,82923,83802,84670,85599,86444,87322,88211,89153,90134,91075,92108,93108,94090,95084,96137,97223,98286,99375,100542,101784,102967,104158,105269,106346,107445,108479,109546,110494,111456,112639,113920,115281,116826,118840,121212,123623,125596,127153,128601,130641,133130,135784,138842,141821,144771,147196,149986,153172,156116,158879,160973,162880,165018,167824,170936,172763,173868,174447,175391,175665,175162,174257,173045,172766,172681,172459,171708,170668,169675,168059,165808,163528,161247,159326,156237,153528,150571,148814,146569,144276,141689,139107,136531,133962,131488,129062,126824,124650,122387,120141,117643,115724,114015,112917,111610,110376,109073,108334,107854,107690,107654,107420,107272,106867,106322,105346,103973,102569,101288,100041,98900,97030,94943,92814,91205,89852,88454,87174,86175,85515,85315,85026,84882,84541,84659,85095,86085,87262,88500,89526,90169,90642,91313,92452,94044,95385,96437,97571,99270,101632,103793,105593,107012,108338,109930,111315,112795,113468,113985,114361,115261,116632,117902,118972,119786,120475,121568,122870,124618,125683,126324,126722,127924,129747,131683,133724,135784,138110,140436,142681,144887,146662,148473,150091,152149,153919,155539,156780,158108,159777,161658,163626,165390,166739,167746,168695,170091,171562,173351,175281,177567,179557,181488,183540,185652,186671,186837,186994,187755,188824,189926,191551,193562,195410,196991,198696,200537,201911,202724,203311,204077,204777,205614,206738,208171,209412,210775,212446,214396,217688,221109,224652,226516,227246,227545,228205,229702,232124,234869,238455,241914,246212,251159,256846,262415,267712,273375,279523,284887,289066,292167,296005,300268,306684,314628,324378,334126,343065,351090,356376,358766,358037,356080,353304,349908,349075
80,Toledo,OH,48359,48425,48513,48748,49086,49501,49915,50312,50708,51085,51461,51789,52107,52319,52523,52764,53102,53496,53897,54316,54720,55074,55371,55645,55895,55700,55658,55677,56141,56458,56727,57028,57333,57676,58001,58312,58614,58934,59157,59342,59456,59653,59907,60199,60488,60722,60926,61044,61149,61309,61466,61629,61810,62090,62400,62670,62939,63204,63481,63797,64123,64454,64738,64980,65180,65317,65406,65428,65473,65525,65626,65649,65673,65703,65789,65884,65985,66109,66256,66316,66253,66121,65992,65961,65999,66170,66281,66222,65927,65479,65034,64580,64189,63776,63288,62891,62597,62080,61384,61039,61045,61292,61313,61468,61347,60993,60342,59627,58898,58242,57434,56836,56389,56328,55938,55527,55027,54707,54499,54506,54519,54566,54639,54775,54737,54567,54444,54264,54063,53658,53089,52169,51152,50328,50042,49835,49558,49121,48718,48352,48029,47799,47658,47437,47063,46797,46609,46340,45938,45402,45163,44874,44963,44890,44984,44708,44538,44330,44640,45173,45786,46118,46385,46648,47011,47459,47816,48137,48247,48298,48233,48213,48244,48205,48184,48062,48077,48109,48417,48760,49163,49640,50187,50529,50828,50968,51457,51915,52442,52784,53020,53327,53694,54135,54281,54428,54544,54837,55040,55303,55491,55904,56118,56582,56895,57165,57260,57324,57656,58208,58845,59530,59913,60270,60666,61391,62007,62433,62734,63258,63840,64383,64951,65527,65930,65943,65800,65751,66104,66970,68091,69036,69574,69933,70088,70079,69892,70101,70583,71293,71983,72788,73637,74246,74371,74285,74357,75226,76579,78243,79885,81497,83169,85108,86899,88456,89667,91043,91882,92119,91748,91451,91178,91187,92475,94894,97653,99759,101109,102162,102757,102945,102860,102904,102761,102595,102335
81,Anchorage,AK,138964,139114,139268,139435,139687,139852,140231,140366,140560,140537,140729,141050,143557,147680,153204,157632,161353,164444,167259,169319,170776,171752,172859,174004,174918,175662,176335,177260,178069,178600,179037,179455,180068,180647,181374,182083,182613,183020,183369,183886,184709,185927,187964,189471,191028,192227,193664,194930,195140,195769,196153,197341,198100,198905,199748,201203,203618,206180,208521,210445,212263,213708,214769,215691,217239,218659,220307,222002,223952,226062,228090,230279,232256,233330,233888,234439,235812,237531,239331,241351,243425,245360,246757,248167,249373,250399,250977,251656,252605,253393,254246,255115,256160,257188,257815,258464,259033,259136,259464,259538,259998,259977,259883,259907,259766,259879,259817,259596,259161,259540,260457,261309,261243,260948,260372,259739,259039,258428,258333,258701,259597,259813,259943,260102,260823,261166,261329,261468,261420,261036,260096,259436,258742,258031,256836,255439,254505,254302,254461,254574,254405,254342,254335,254575,255417,256249,256971,257792,259057,261006,262947,264753,266423,268020,270023,271599,271728,271023,270137,270680,271898,274170,276518,278592,279955,280603,280816,280653,279605,278524,277853,278755,280119,281223,282358,283499,285083,286151,287556,288859,289292,288668,287543,287594,288489,289675,291070,292615,294480,296048,297464,298389,298516,298193,297638,297900,298460,299013,299051,298594,298333,298334,298757,299320,299365,298868,298016,297671,297441,297566,297705,298284,298878,299605,300275,300853,301602,302297,302934,303245,303243,302768,302587,302544,303123,303300,303555,303523,305863,310031,315329,319110,321256,322811,323764,324686,325549,326750,328426,329925,331198,332097,332830,332490,330953,329011,327626,327545,328078,328731,329596,330331,330874,330707,330445,330704,332167,334178,337251,339977,342589,344250,344798,345308,346522,348724,352113,355515,359081,361400,362704,362944,362215,361328,361216,360933,360597
82,Tallahassee,FL,107401,107581,107849,108047,108131,108138,108390,108745,109112,109462,109806,110130,110425,110739,111061,111605,112252,112998,113720,114410,115038,115512,115918,116385,116935,117530,118121,118775,119484,120263,121045,121925,122808,123648,124411,125141,125987,126923,127911,129133,130336,131659,132870,134388,136016,137760,139221,140539,141606,142422,143397,144918,146550,148222,149971,152176,154311,155773,157301,158804,160499,161988,163478,165422,167758,170419,173057,175573,178246,180847,183542,185233,186387,187682,189871,192538,194903,196830,198506,199895,200914,201414,201299,201094,200540,200110,199480,199674,200840,202011,202134,201141,199804,198857,197574,196485,194574,192950,191340,190215,188413,186313,184209,182265,180383,178385,176861,175701,174836,173799,172373,170650,168713,167154,165733,164590,163514,162882,162227,161675,161354,161530,161916,161814,161803,161485,160835,159607,158076,156692,155135,153422,151989,150716,149823,148401,146906,145422,144492,143883,143316,141915,140330,138816,138416,138590,138846,138940,138761,138565,138329,137957,137539,137506,137795,138467,139063,139740,140177,140573,140901,141364,141791,142228,142501,143045,143462,144268,144894,145753,146415,146950,147362,147583,147803,147893,148062,148290,148780,149420,150083,150496,150802,151104,151728,152354,153044,153593,154186,155019,155914,157136,158316,159423,159960,160381,160853,161536,162118,162729,163461,164513,165498,166411,166954,167457,167994,168763,169577,170427,171293,172112,172937,173848,174861,175711,176142,176645,177374,178459,179479,180260,181092,181750,182483,183082,183930,184729,185528,186367,187324,188216,189217,190477,191619,192648,193378,194532,195856,197347,199192,200810,202246,202967,203387,203856,204404,205447,207216,209375,211597,213345,214868,216465,218092,220060,222437,225787,229437,232719,234768,236058,237298,238857,241091,243731,246940,250730,254693,258458,260589,261084,260397,259781,259296,258746,260360
83,Lincoln,NE,118795,119007,119256,119740,120280,120884,121594,122241,122775,123121,123462,123836,124317,124801,125320,125782,126275,126670,127004,127332,127744,128209,128638,129019,129420,129755,130041,130218,130496,130846,131293,131726,132143,132682,133283,133966,134618,135206,135755,136223,136725,137245,137823,138493,139145,139717,140157,140531,140913,141247,141547,141804,142086,142442,142867,143270,143666,144008,144373,144745,145170,145596,146020,146400,146761,147117,147542,148034,148513,148924,149298,149658,150011,150338,150579,150734,150895,151081,151254,151324,151386,151491,151659,151830,152025,152176,152224,152187,152137,152147,152131,152041,151936,151803,151631,151344,150948,150384,149691,149152,148798,148726,148775,149000,149084,148855,148450,148047,147643,147190,146743,146500,146526,146641,146651,146496,146437,146597,146929,147308,147755,148321,148950,149640,149993,150068,149564,148997,148272,147675,147212,146929,146577,146289,146056,145956,145711,145331,145070,144929,144769,144622,144348,144169,143849,143349,142740,142282,142029,141965,141905,142011,142237,142750,143310,143907,144367,144999,145658,146297,146656,146935,147078,147207,147156,147213,147319,147656,148024,148428,148856,149377,149896,150367,150848,151244,151616,151858,152253,152720,153167,153661,154159,154858,155664,156394,157054,157830,158835,159993,161109,162270,163435,164510,165328,166118,166996,167989,168804,169287,169783,170340,171045,171692,172465,173313,174337,175364,176376,177421,178376,179180,179922,180728,181461,181920,182279,182860,183726,184646,185778,187013,188664,190006,191130,191580,191984,192202,192834,193583,194566,195528,196520,197408,197950,198311,198687,199085,199735,200457,201471,202455,203424,204201,204803,205441,206460,208029,210284,212715,215111,217265,219401,221765,224443,227406,230600,233715,236063,237238,237086,236786,236951,237994,240431,243998,248318,252281,255362,257404,257954,257158,255771,254950,254893,255406,256178
84,Plano,TX,221627,221016,220882,220620,220770,220791,220861,221158,221616,222057,222347,222618,222620,222544,222199,222109,221997,221880,221708,221653,221930,222293,222511,222526,222309,222318,222443,222794,223148,223586,224172,225085,225956,226674,227061,227332,227229,226999,226862,226997,227003,227047,227095,227253,227276,227229,227191,227219,227253,228148,229889,232396,234182,235133,235403,235760,236489,237404,237560,237735,237869,238479,238850,239088,239526,240028,240958,241694,242357,242600,243094,243443,243468,243204,243185,243877,245139,246219,246974,247601,248353,249300,250088,250588,250272,249353,248347,248236,248734,249585,250098,250529,250860,251333,252011,252685,251867,250188,248193,247346,246942,246687,246483,245737,244902,244022,243821,243656,243759,243742,244011,243988,243894,243584,243727,243433,243127,242309,242536,243138,244092,244738,245399,246214,246673,246525,245601,243908,241900,240012,238680,238196,238269,238445,238017,236999,236365,235980,236309,236428,236743,236818,236840,236418,236336,236911,238306,239740,240939,242286,243311,244345,245177,246106,247336,248440,249997,251578,253497,255401,257527,260079,262307,264206,265799,267604,269400,271030,272915,274934,277138,279210,281528,283933,286565,289119,291526,293522,295625,297766,300536,303761,307314,310723,313812,316478,318770,320825,322910,324995,327018,328908,330903,332803,334636,336539,338674,340905,342772,344303,345748,347602,349837,352180,354254,356049,357869,359898,361638,363176,364092,364885,365523,366366,367457,368843,369888,370652,371154,371945,372812,373297,373848,374193,374489,374220,373823,373713,373798,373996,373974,373706,373183,372658,372122,371741,371467,371516,371947,372687,374313,376469,378706,379978,380088,380088,380588,382380,385504,389624,394161,398571,403090,407768,412417,416931,421791,426589,430577,433446,435589,438584,442972,448796,457455,467859,479144,488860,496483,501854,503201,500944,496544,492875,490051,487294,485332
85,Newark,NJ,142227,142589,142825,143206,143582,144021,144488,145186,146048,147400,148463,149392,150295,151572,153230,154930,156691,158248,159644,161125,162802,164398,165444,166013,166347,166891,167634,168631,169651,170845,172181,173762,175405,177473,179522,181737,183965,186385,188636,190815,193050,195242,197198,199239,201064,202743,203879,205540,207698,210406,213369,216310,219049,221595,224322,227582,231393,235238,239012,242391,246377,250241,254156,257898,261437,265455,268784,272796,277374,282641,287580,291663,295302,298679,301949,305817,309934,313926,317019,319794,322194,324387,325984,327782,329882,332459,334808,336597,337054,336530,335166,334033,332671,331663,331274,329951,328316,325566,322193,319425,315303,312861,308426,305792,303219,300652,298229,295255,293279,290468,287534,283008,278736,274310,271305,267788,264562,260272,255694,250537,246701,242642,239013,235513,232119,228980,224590,219983,213901,209405,205668,202715,198729,195908,193184,191272,188182,186428,185440,185121,183500,180909,177876,176191,175608,175644,174788,172618,170539,168547,167820,166837,166875,165944,165215,164746,164910,164681,163042,160820,158632,156319,154677,153293,153482,154447,155955,157710,159239,161271,163871,167007,170869,173928,175741,175454,174486,173485,172952,172442,171443,170602,169943,169143,169721,170374,172311,174180,177730,181729,184883,187025,188438,190106,192241,195090,198835,202533,205637,208079,209491,210912,211543,212568,213522,214613,215863,217289,218854,219883,220258,220898,222135,223473,224243,224562,225679,227715,230310,231572,231629,230901,231522,233232,235501,237183,239412,242265,245545,249068,253101,257201,260209,262286,263787,266209,268713,272424,276363,280349,283709,287083,291106,296040,300281,303184,304252,305366,307187,309879,313188,317834,322859,327860,331444,334583,337152,339246,341688,344690,348662,353077,357747,361633,364175,366056,368597,372161,375950,379765,382499,383737,384869,386422,388294,389065,392300
86,Reno,NV,172380,172503,172690,173051,173485,173972,174489,175020,175559,176156,176788,177332,177751,178189,178677,179263,179785,180406,181177,182287,183553,184967,186327,187625,188558,189393,190209,191322,192554,194007,195586,197340,199094,201001,202952,204777,206369,207858,209663,211809,214189,216756,220055,223504,227007,230134,232908,235543,238251,241583,245431,249662,254631,260948,269850,278586,288763,297947,306871,311672,314594,318300,324453,331729,338907,345763,352543,359512,366504,371582,374814,375105,374118,372926,373376,374961,375248,375136,374379,374671,372210,368267,362935,359653,357060,355590,353045,350967,348532,345540,343384,339688,335734,330565,326304,322785,318115,312328,305704,299442,293965,288967,282976,276605,270694,265496,259821,254629,248806,242608,236012,230289,225170,219502,214532,210859,208022,205836,203588,200932,198847,197809,197530,196700,195823,195129,194491,192931,190710,188158,185729,184260,183076,181922,179985,177267,174455,171904,169666,167422,165430,163887,162673,161504,160710,159932,159318,158907,159035,159795,160855,162312,164046,166088,168509,171186,174298,177342,180622,184475,189220,194515,199300,203699,207633,211728,215205,218212,220855,223411,226111,229074,232482,235559,237894,239399,240825,242124,244020,245973,248374,250787,253481,256748,260505,264454,267968,271292,274794,278542,282261,285744,289229,292535,295265,297942,300472,302950,304656,305584,306245,306784,308199,310353,313253,316483,319601,322609,324536,325930,326597,327777,329892,333067,336770,340756,344994,349194,353150,356520,359539,362268,365330,368531,371269,373039,374391,375369,376613,377745,379036,379912,380162,380303,380557,381355,382145,382862,383892,385107,387149,389730,393157,395733,396375,395760,395962,397933,401860,406946,413543,421240,429564,438223,446666,454989,463442,471614,478715,484039,488371,492267,496823,501553,508711,518046,529405,539446,546924,550693,549930,544508,535795,527908,521310,515648,510998
87,Modesto,CA,138763,139016,139512,139622,139696,139711,140679,142087,144035,146165,149015,151922,154601,156392,158604,161677,165468,169153,172531,175642,178838,181838,184613,186637,187568,187955,188991,191180,194051,196651,198926,201431,203785,206438,208932,211360,213571,215354,217583,220384,224015,227474,230475,233530,236482,240192,243246,246082,247815,249839,252244,256118,260700,265876,270815,276340,281523,287685,293334,299285,304195,310271,316244,322646,329372,336212,343402,349362,356189,364108,371574,377164,381097,385323,390108,394796,397651,398789,398290,396628,394074,389693,385314,380700,376937,374905,372771,369944,364228,358293,352454,345193,337130,327751,316438,306684,294640,283219,266793,252393,239816,230379,219163,207210,196252,188953,182645,176334,169210,164060,159578,156061,153750,151600,149065,146160,143554,141789,141270,141462,142258,141613,141504,141786,142070,142671,143325,144634,145103,144658,142607,140311,138774,138737,138820,138181,136575,134724,132372,130350,128686,127620,127109,126767,127020,127239,127520,127833,128339,129274,130518,131959,133568,135109,136863,139152,141836,144482,147008,149814,153195,156964,160882,165167,169456,173778,177581,180880,183559,185986,188569,191266,193884,196119,198377,200331,202294,203834,205830,207625,209214,210486,211824,213518,215294,216947,218898,221221,223896,226263,228711,231237,233980,236371,238073,239344,240116,241312,242816,244347,245705,247126,249310,251718,254132,256299,258627,260943,262645,264089,265547,267311,269392,271744,274350,277105,279842,282718,285483,287703,289912,291503,293007,293916,294845,295879,296939,298200,299555,301323,303354,304981,306002,306520,307416,308555,309926,311226,313073,314949,316644,317895,319431,320976,321927,322254,323000,325086,328703,333381,339097,345440,352097,358560,364323,369469,374107,378703,382404,384523,385260,386272,388934,392673,398131,404470,411430,417500,422050,425214,425950,424612,421579,418471,415306,411996,408905
88,Chandler,AZ,170788,171114,171540,172371,173329,174135,174969,175686,176523,177337,178187,179050,179853,180646,181396,182163,182902,183607,184261,184922,185617,186428,187309,188134,188753,189295,189941,190685,191388,192148,193014,194073,194946,195734,196344,197039,197702,198451,199116,199831,200526,201240,201930,202690,203674,204764,205763,206619,207324,208225,209352,210759,212484,214399,0,220444,223708,227041,230460,234830,239660,245759,252050,259410,267681,278415,290718,302949,315647,326745,337258,343866,346864,350921,355994,362031,365021,366046,364869,361768,357264,354145,350711,347555,344020,341359,339543,338642,337988,336651,334354,331297,327848,324428,319915,315139,310077,303940,297366,289653,283741,278444,273200,266511,259641,254063,247243,240041,232847,228660,225201,222148,218504,215605,213736,212463,211745,210026,210329,211173,212372,211691,210267,209656,209028,208406,205635,202726,198859,196072,193511,191248,188679,186435,185101,183404,181495,179225,178287,178160,178297,178421,178276,179318,180322,181806,182863,184781,187542,191065,195059,199085,203226,206860,210121,212690,215599,218672,222014,225494,229364,233437,237361,241086,244610,247642,249765,251275,253327,255616,258042,259519,260447,260796,260794,260836,260870,260737,260719,260846,261417,262365,263774,265361,267136,268707,270379,272065,273899,275642,277377,279039,281167,282981,284185,284806,285472,286322,287081,287709,288584,289526,290462,291484,292493,293841,295268,296946,298447,300069,301591,303184,304825,306572,308049,309527,311336,313521,315711,317664,319758,321874,324261,326554,328820,330799,332431,333706,334873,336229,337488,338700,339621,340608,341569,342947,344928,347163,349715,352274,355594,359184,363172,366778,369314,371126,372850,375936,380137,384684,389198,393626,398538,403949,409841,416073,422950,430412,437811,444585,450986,457339,464020,470406,477448,484906,493304,501891,510419,517682,521203,520299,515851,510498,505030,499292,494571
89,Lubbock,TX,74269,74322,74388,74590,74855,75117,75395,75656,75986,76377,76917,77633,78332,78830,79084,79268,79471,79681,79901,80158,80429,80732,80968,81235,81379,81553,81607,81423,81252,81193,81513,81935,82376,82914,83323,83830,84199,84681,85028,85407,85501,85453,85277,85260,85319,85454,85618,85870,86077,86309,86504,86766,87041,87318,87550,87767,88007,88314,88614,88964,89243,89610,89943,90400,90871,91360,91818,92197,92553,92871,93257,93738,94227,94720,95162,95654,96434,97368,98320,99004,0,102855,104916,105832,106316,106841,107294,107769,108030,108185,108180,108244,108271,108249,108332,108436,108597,109025,109326,109617,109588,109649,109560,109882,110616,111617,112336,112870,113426,113787,114297,114780,115391,115876,116471,116855,116938,116764,116734,116847,116729,116611,116802,117543,118439,118992,119159,118698,118306,117470,116868,116444,116668,117108,117172,117138,116969,116887,116756,116699,116672,116465,116167,115646,115507,115612,116215,116791,117365,117721,117865,117733,117172,116206,115222,114471,114452,114797,115648,116391,116879,117166,117184,117164,116542,115652,114909,114918,115768,116650,117371,117903,118705,119670,120646,121390,121650,121156,120642,120425,120752,121136,121298,121235,120829,120338,120075,120075,119972,119370,118355,117576,117409,117666,118189,119018,120072,121153,122325,123832,125741,127501,129043,130224,131179,131802,132261,132891,134048,135384,136639,137812,138975,140077,140896,141735,142699,143568,144465,145060,145375,145317,145514,146005,146680,147056,147478,147835,147402,146212,144617,143740,143435,143726,144308,145026,145450,145717,146064,146634,147450,148324,149264,150022,150635,151340,152343,153524,154801,156154,157730,159130,160509,162044,163831,165956,168345,171273,173815,175566,176488,177294,178420,179655,181789,184682,188375,192098,195336,198164,199998,200814,200821,200734,200881,200643,200424
